show_id,zone,house_type,area_sqft,bedrooms,bathrooms,building_age,road_width_m,distance_to_center_km,has_garden,has_parking,furnished,date_listed,year_listed,price_npr,price_per_sqft,nearest_landmark,description
H02083,Itahari-3,Bungalow,1458,3,3,5,15.3,3.45,0,1,Furnished,2015-04-11,2015,28055714,19242,G.P. Chowk,"Modern Bungalow with parking and garden, excellent investment for Itahari locals."
H02084,Itahari-14,RCC,281,2,1,13,7.8,6.67,1,1,Unfurnished,2011-02-17,2011,2000000,5116,G.P. Chowk,RCC located near main road with easy access to amenities and schools.
H02085,Itahari-9,Bungalow,1190,3,2,1,3.2,6.34,0,0,Unfurnished,2016-12-29,2016,14558048,12233,Bhairahawa Road,Bungalow located near main road with easy access to amenities and schools.
H02086,Itahari-4,Flat,2939,8,6,10,3.0,3.56,0,1,Unfurnished,2024-04-12,2024,52288578,17791,Sukrabare,"Spacious Flat with 8 bedrooms and 6 bathrooms, nearby Sukrabare."
H02087,Itahari-18,Flat,1330,3,2,3,8.3,2.07,0,1,Unfurnished,2013-07-11,2013,14205846,10681,Itahari Buspark,Flat located near main road with easy access to amenities and schools.
H02088,Itahari-16,Bungalow,1087,4,3,22,6.0,7.4,0,1,Unfurnished,2022-12-03,2022,9851376,9062,G.P. Chowk,"Well-connected property in Itahari-16, 1087 sqft, 22 years old. Ideal for families."
H02089,Itahari-13,Bungalow,1862,4,2,0,12.4,1.37,0,1,Unfurnished,2022-07-01,2022,54809437,29435,Shohini Chowk,"Modern Bungalow with parking and garden, excellent investment for Itahari locals."
H02090,Itahari-3,RCC,848,1,1,18,15.9,4.72,1,1,Unfurnished,2015-08-20,2015,11352109,13386,Bhairahawa Road,RCC located near main road with easy access to amenities and schools.
H02091,Itahari-2,Flat,1273,3,3,8,14.3,3.38,0,0,Semi-Furnished,2018-04-02,2018,23995828,18849,Itahari Buspark,Flat located near main road with easy access to amenities and schools.
H02092,Itahari-4,Flat,1276,4,2,11,6.7,4.88,1,1,Semi-Furnished,2024-09-30,2024,22882404,17932,Sukrabare,"Spacious Flat with 4 bedrooms and 2 bathrooms, nearby Sukrabare."
H02093,Itahari-6,Bungalow,446,1,1,12,5.7,2.63,0,1,Unfurnished,2011-06-06,2011,2768835,6208,Itahari Buspark,Bungalow located near main road with easy access to amenities and schools.
H02094,Itahari-11,RCC,2088,4,3,14,15.1,2.92,0,1,Semi-Furnished,2022-10-26,2022,25600859,12260,Sukrabare,"Spacious RCC with 4 bedrooms and 3 bathrooms, nearby Sukrabare."
H02095,Itahari-15,RCC,2166,5,4,33,8.1,6.69,0,1,Unfurnished,2022-05-17,2022,19184467,8857,Sukrabare,RCC located near main road with easy access to amenities and schools.
H02096,Itahari-20,Bungalow,1184,2,2,3,6.5,1.39,0,1,Furnished,2010-09-25,2010,10824788,9142,Sukrabare,"Modern Bungalow with parking and garden, excellent investment for Itahari locals."
H02097,Itahari-2,Bungalow,688,3,3,26,8.4,7.07,0,1,Unfurnished,2017-01-11,2017,9143174,13289,Itahari Buspark,"Modern Bungalow with parking and garden, excellent investment for Itahari locals."
H02098,Itahari-19,Flat,1977,6,4,5,14.9,6.13,0,1,Semi-Furnished,2025-07-11,2025,40079371,20272,Itahari Buspark,Flat located near main road with easy access to amenities and schools.
H02099,Itahari-10,Villa,1182,2,1,16,4.4,4.0,0,0,Unfurnished,2015-03-30,2015,20719219,17528,Sukrabare,"Spacious Villa with 2 bedrooms and 1 bathrooms, nearby Sukrabare."
H02100,Itahari-4,RCC,483,1,1,9,8.5,1.33,0,1,Semi-Furnished,2010-07-27,2010,5388361,11156,Bhairahawa Road,"Modern RCC with parking and garden, excellent investment for Itahari locals."
H02101,Itahari-18,Flat,734,1,1,2,6.1,6.26,0,1,Semi-Furnished,2023-10-19,2023,13093556,17838,Itahari Buspark,"Spacious Flat with 1 bedrooms and 1 bathrooms, nearby Itahari Buspark."
H02102,Itahari-20,Duplex,943,3,2,9,3.8,4.06,0,1,Semi-Furnished,2021-12-22,2021,11535369,12232,Bhairahawa Road,"Modern Duplex with parking and garden, excellent investment for Itahari locals."
H02103,Itahari-7,RCC,773,1,1,9,4.1,1.95,0,0,Semi-Furnished,2022-09-19,2022,7811819,10105,Bhairahawa Road,"Modern RCC with parking and garden, excellent investment for Itahari locals."
H02104,Itahari-16,Bungalow,1406,3,2,20,16.4,2.82,0,1,Semi-Furnished,2019-10-31,2019,18774213,13352,G.P. Chowk,"Modern Bungalow with parking and garden, excellent investment for Itahari locals."
H02105,Itahari-1,Bungalow,1191,2,2,12,3.8,2.45,1,1,Unfurnished,2020-07-16,2020,15873006,13327,Sukrabare,"Well-connected property in Itahari-1, 1191 sqft, 12 years old. Ideal for families."
H02106,Itahari-14,Villa,1016,3,2,13,4.9,2.81,0,1,Unfurnished,2014-10-28,2014,12504588,12307,Shohini Chowk,"Well-connected property in Itahari-14, 1016 sqft, 13 years old. Ideal for families."
H02107,Itahari-6,RCC,3158,7,6,7,5.5,6.6,1,1,Unfurnished,2012-07-04,2012,19137241,6059,G.P. Chowk,"Spacious RCC with 7 bedrooms and 6 bathrooms, nearby G.P. Chowk."
H02108,Itahari-9,Villa,2112,6,5,9,4.8,2.64,0,0,Furnished,2025-05-11,2025,69825956,33061,Itahari Buspark,"Well-connected property in Itahari-9, 2112 sqft, 9 years old. Ideal for families."
H02109,Itahari-19,Duplex,1475,3,2,6,5.3,3.65,0,1,Semi-Furnished,2022-03-11,2022,23484817,15921,Shohini Chowk,"Modern Duplex with parking and garden, excellent investment for Itahari locals."
H02110,Itahari-3,Flat,590,1,1,10,5.7,1.39,0,0,Unfurnished,2018-05-05,2018,10161288,17222,Shohini Chowk,"Spacious Flat with 1 bedrooms and 1 bathrooms, nearby Shohini Chowk."
H02111,Itahari-8,RCC,293,2,2,24,10.7,4.57,0,0,Unfurnished,2023-10-02,2023,5812825,19838,G.P. Chowk,"Well-connected property in Itahari-8, 293 sqft, 24 years old. Ideal for families."
H02112,Itahari-4,RCC,1237,2,1,7,15.5,2.95,1,1,Unfurnished,2012-12-10,2012,15867911,12827,Sukrabare,"Spacious RCC with 2 bedrooms and 1 bathrooms, nearby Sukrabare."
H02113,Itahari-5,Bungalow,1710,4,3,22,5.8,5.58,0,1,Semi-Furnished,2010-12-27,2010,7345242,4295,Itahari Buspark,Bungalow located near main road with easy access to amenities and schools.
H02114,Itahari-11,Villa,806,1,1,11,4.0,3.04,0,1,Unfurnished,2014-03-07,2014,5687683,7056,Sukrabare,"Spacious Villa with 1 bedrooms and 1 bathrooms, nearby Sukrabare."
H02115,Itahari-12,Duplex,1465,3,2,21,7.3,2.25,0,1,Unfurnished,2024-06-23,2024,39437454,26919,Itahari Buspark,"Modern Duplex with parking and garden, excellent investment for Itahari locals."
H02116,Itahari-12,Flat,1080,2,2,16,14.9,2.69,0,0,Unfurnished,2010-03-24,2010,13512605,12511,Bhairahawa Road,"Modern Flat with parking and garden, excellent investment for Itahari locals."
H02117,Itahari-16,Bungalow,1419,5,4,23,2.4,3.53,1,1,Unfurnished,2013-10-17,2013,9125676,6431,Bhairahawa Road,"Well-connected property in Itahari-16, 1419 sqft, 23 years old. Ideal for families."
H02118,Itahari-1,RCC,2062,4,4,15,6.0,5.41,0,1,Unfurnished,2012-05-10,2012,12409483,6018,Shohini Chowk,"Spacious RCC with 4 bedrooms and 4 bathrooms, nearby Shohini Chowk."
H02119,Itahari-10,Flat,565,1,1,16,4.9,0.13,0,1,Unfurnished,2012-05-14,2012,5880619,10408,Itahari Buspark,"Spacious Flat with 1 bedrooms and 1 bathrooms, nearby Itahari Buspark."
H02120,Itahari-19,Villa,991,3,2,14,8.7,4.41,0,1,Unfurnished,2014-12-29,2014,12334987,12447,Itahari Buspark,Villa located near main road with easy access to amenities and schools.
H02121,Itahari-6,Duplex,2246,6,5,15,9.0,2.93,1,1,Unfurnished,2021-11-04,2021,23876580,10630,Sukrabare,"Modern Duplex with parking and garden, excellent investment for Itahari locals."
H02122,Itahari-18,RCC,1671,4,3,14,4.8,3.76,1,1,Semi-Furnished,2019-02-04,2019,24643889,14747,G.P. Chowk,"Modern RCC with parking and garden, excellent investment for Itahari locals."
H02123,Itahari-4,Bungalow,1133,4,3,1,8.5,4.94,1,1,Furnished,2015-06-28,2015,16911863,14926,Shohini Chowk,Bungalow located near main road with easy access to amenities and schools.
H02124,Itahari-15,Bungalow,3279,9,6,3,2.9,1.59,0,1,Unfurnished,2021-09-16,2021,40734180,12422,Bhairahawa Road,"Well-connected property in Itahari-15, 3279 sqft, 3 years old. Ideal for families."
H02125,Itahari-3,RCC,1436,5,4,5,13.9,1.82,0,1,Semi-Furnished,2018-08-13,2018,29487163,20534,G.P. Chowk,"Spacious RCC with 5 bedrooms and 4 bathrooms, nearby G.P. Chowk."
H02126,Itahari-7,Flat,965,3,3,5,4.8,3.46,0,0,Semi-Furnished,2021-04-18,2021,8964295,9289,Bhairahawa Road,"Well-connected property in Itahari-7, 965 sqft, 5 years old. Ideal for families."
H02127,Itahari-20,Flat,1206,2,2,4,14.8,0.92,1,1,Unfurnished,2010-01-16,2010,9512435,7887,G.P. Chowk,"Modern Flat with parking and garden, excellent investment for Itahari locals."
H02128,Itahari-13,Villa,1143,4,3,9,6.9,0.53,0,1,Semi-Furnished,2017-09-25,2017,37294520,32628,Sukrabare,Villa located near main road with easy access to amenities and schools.
H02129,Itahari-7,Flat,1226,4,4,8,3.3,1.02,0,0,Furnished,2024-12-21,2024,11335968,9246,Bhairahawa Road,"Modern Flat with parking and garden, excellent investment for Itahari locals."
H02130,Itahari-9,Villa,1763,3,2,24,3.4,1.09,0,1,Semi-Furnished,2018-07-14,2018,36930613,20947,Bhairahawa Road,"Well-connected property in Itahari-9, 1763 sqft, 24 years old. Ideal for families."
H02131,Itahari-15,Flat,1825,6,4,8,2.4,0.95,0,1,Unfurnished,2012-03-02,2012,11141491,6104,Sukrabare,"Modern Flat with parking and garden, excellent investment for Itahari locals."
H02132,Itahari-16,Flat,2282,6,6,20,7.1,5.95,0,1,Unfurnished,2018-01-23,2018,15455567,6772,G.P. Chowk,Flat located near main road with easy access to amenities and schools.
H02133,Itahari-13,Flat,1683,5,5,8,3.7,5.17,0,1,Semi-Furnished,2018-12-29,2018,28715547,17062,Itahari Buspark,"Well-connected property in Itahari-13, 1683 sqft, 8 years old. Ideal for families."
H02134,Itahari-4,Flat,1551,3,3,30,9.0,8.28,1,1,Unfurnished,2015-06-17,2015,10490368,6763,G.P. Chowk,"Spacious Flat with 3 bedrooms and 3 bathrooms, nearby G.P. Chowk."
H02135,Itahari-16,Flat,1889,6,4,6,7.9,1.4,0,1,Semi-Furnished,2015-10-22,2015,12913248,6836,Shohini Chowk,"Well-connected property in Itahari-16, 1889 sqft, 6 years old. Ideal for families."
H02136,Itahari-12,RCC,1324,2,2,20,9.6,2.09,0,0,Unfurnished,2025-09-27,2025,32872311,24828,Itahari Buspark,"Modern RCC with parking and garden, excellent investment for Itahari locals."
H02137,Itahari-13,Flat,2675,8,6,12,14.3,1.32,0,1,Furnished,2015-06-16,2015,44597193,16671,Sukrabare,"Spacious Flat with 8 bedrooms and 6 bathrooms, nearby Sukrabare."
H02138,Itahari-7,RCC,2067,6,4,9,2.4,0.51,0,0,Furnished,2019-04-13,2019,18910871,9148,G.P. Chowk,"Well-connected property in Itahari-7, 2067 sqft, 9 years old. Ideal for families."
H02139,Itahari-6,Bungalow,1449,5,5,3,4.0,1.46,0,1,Unfurnished,2011-08-07,2011,10798520,7452,Sukrabare,"Modern Bungalow with parking and garden, excellent investment for Itahari locals."
H02140,Itahari-5,RCC,1496,4,2,12,5.4,3.42,0,1,Semi-Furnished,2020-06-08,2020,15636703,10452,Itahari Buspark,RCC located near main road with easy access to amenities and schools.
H02141,Itahari-19,Bungalow,1274,3,3,5,6.5,4.52,1,0,Unfurnished,2016-07-23,2016,15168585,11906,Sukrabare,"Well-connected property in Itahari-19, 1274 sqft, 5 years old. Ideal for families."
H02142,Itahari-19,Duplex,696,2,2,18,10.0,2.93,0,1,Unfurnished,2019-07-14,2019,8460287,12155,Bhairahawa Road,"Well-connected property in Itahari-19, 696 sqft, 18 years old. Ideal for families."
H02143,Itahari-1,RCC,1137,4,4,14,6.5,0.91,0,1,Unfurnished,2015-01-22,2015,13156379,11571,Shohini Chowk,"Spacious RCC with 4 bedrooms and 4 bathrooms, nearby Shohini Chowk."
H02144,Itahari-6,Bungalow,1717,3,2,5,6.2,1.32,1,1,Furnished,2010-09-15,2010,12578634,7325,G.P. Chowk,"Spacious Bungalow with 3 bedrooms and 2 bathrooms, nearby G.P. Chowk."
H02145,Itahari-15,Flat,1469,4,4,20,7.3,2.73,0,1,Unfurnished,2010-03-13,2010,8792346,5985,Sukrabare,"Spacious Flat with 4 bedrooms and 4 bathrooms, nearby Sukrabare."
H02146,Itahari-9,Bungalow,1933,6,6,5,5.0,3.56,0,0,Semi-Furnished,2025-09-14,2025,49999203,25866,Shohini Chowk,"Well-connected property in Itahari-9, 1933 sqft, 5 years old. Ideal for families."
H02147,Itahari-11,Villa,1932,4,3,22,10.6,4.66,0,1,Unfurnished,2016-06-02,2016,15143583,7838,Sukrabare,"Spacious Villa with 4 bedrooms and 3 bathrooms, nearby Sukrabare."
H02148,Itahari-9,Bungalow,997,3,2,6,5.3,6.37,1,0,Semi-Furnished,2017-07-25,2017,13670755,13711,Shohini Chowk,"Well-connected property in Itahari-9, 997 sqft, 6 years old. Ideal for families."
H02149,Itahari-9,Bungalow,1030,4,4,19,2.9,0.24,0,1,Unfurnished,2012-06-08,2012,13937551,13531,Sukrabare,"Spacious Bungalow with 4 bedrooms and 4 bathrooms, nearby Sukrabare."
H02150,Itahari-6,Flat,2180,4,4,23,4.8,3.25,0,1,Unfurnished,2010-09-02,2010,7617131,3494,Shohini Chowk,Flat located near main road with easy access to amenities and schools.
H02151,Itahari-19,Flat,399,2,1,0,4.2,7.81,0,0,Semi-Furnished,2012-05-19,2012,2641714,6620,Bhairahawa Road,Flat located near main road with easy access to amenities and schools.
H02152,Itahari-8,Villa,710,1,1,15,2.3,2.25,1,0,Unfurnished,2019-05-11,2019,18346623,25840,Sukrabare,Villa located near main road with easy access to amenities and schools.
H02153,Itahari-17,Bungalow,2128,6,4,23,8.9,5.91,0,0,Unfurnished,2017-12-06,2017,16898500,7941,Shohini Chowk,Bungalow located near main road with easy access to amenities and schools.
H02154,Itahari-6,RCC,1478,4,2,33,3.1,1.96,1,1,Unfurnished,2021-03-12,2021,12312798,8330,G.P. Chowk,RCC located near main road with easy access to amenities and schools.
H02155,Itahari-1,Bungalow,399,1,1,10,14.8,0.83,0,0,Furnished,2011-04-25,2011,3973561,9958,Itahari Buspark,Bungalow located near main road with easy access to amenities and schools.
H02156,Itahari-6,RCC,1456,5,4,23,15.1,2.1,0,0,Unfurnished,2013-12-30,2013,10258535,7045,G.P. Chowk,"Modern RCC with parking and garden, excellent investment for Itahari locals."
H02157,Itahari-18,Bungalow,1057,3,2,1,3.8,3.18,0,1,Semi-Furnished,2017-01-07,2017,16463961,15576,Itahari Buspark,"Spacious Bungalow with 3 bedrooms and 2 bathrooms, nearby Itahari Buspark."
H02158,Itahari-14,Flat,1710,5,4,2,15.5,2.5,0,1,Unfurnished,2020-09-22,2020,26713666,15622,G.P. Chowk,"Well-connected property in Itahari-14, 1710 sqft, 2 years old. Ideal for families."
H02159,Itahari-7,Bungalow,1790,5,5,11,12.4,3.51,0,1,Unfurnished,2011-10-24,2011,11052032,6174,Bhairahawa Road,"Well-connected property in Itahari-7, 1790 sqft, 11 years old. Ideal for families."
H02160,Itahari-16,RCC,541,2,1,24,11.2,1.79,1,1,Semi-Furnished,2025-04-10,2025,8015966,14816,Shohini Chowk,"Spacious RCC with 2 bedrooms and 1 bathrooms, nearby Shohini Chowk."
H02161,Itahari-20,Flat,1400,4,4,10,7.5,4.98,0,1,Unfurnished,2019-05-30,2019,15913693,11366,Itahari Buspark,Flat located near main road with easy access to amenities and schools.
H02162,Itahari-5,Bungalow,257,2,1,7,12.1,7.87,0,1,Unfurnished,2019-03-26,2019,2275514,8854,Bhairahawa Road,"Spacious Bungalow with 2 bedrooms and 1 bathrooms, nearby Bhairahawa Road."
H02163,Itahari-13,Villa,1674,4,4,23,3.1,4.63,0,1,Unfurnished,2025-09-13,2025,48185895,28784,Bhairahawa Road,"Modern Villa with parking and garden, excellent investment for Itahari locals."
H02164,Itahari-7,Bungalow,1712,4,4,11,3.1,3.74,0,1,Semi-Furnished,2015-03-25,2015,12572563,7343,Sukrabare,"Modern Bungalow with parking and garden, excellent investment for Itahari locals."
H02165,Itahari-4,RCC,1805,6,5,4,12.9,4.22,0,1,Furnished,2016-05-07,2016,23015043,12750,G.P. Chowk,"Spacious RCC with 6 bedrooms and 5 bathrooms, nearby G.P. Chowk."
H02166,Itahari-5,RCC,1411,3,2,21,6.7,0.85,1,1,Semi-Furnished,2014-03-28,2014,9153993,6487,Sukrabare,"Well-connected property in Itahari-5, 1411 sqft, 21 years old. Ideal for families."
H02167,Itahari-3,Bungalow,1732,5,4,5,8.3,2.72,0,1,Furnished,2012-07-26,2012,26315149,15193,G.P. Chowk,"Spacious Bungalow with 5 bedrooms and 4 bathrooms, nearby G.P. Chowk."
H02168,Itahari-15,Flat,1075,2,2,24,3.5,2.6,0,1,Unfurnished,2014-07-12,2014,7529755,7004,G.P. Chowk,Flat located near main road with easy access to amenities and schools.
H02169,Itahari-6,Flat,1383,2,2,18,12.0,1.6,0,1,Unfurnished,2013-06-18,2013,8372411,6053,Shohini Chowk,"Spacious Flat with 2 bedrooms and 2 bathrooms, nearby Shohini Chowk."
H02170,Itahari-1,RCC,2184,4,4,2,2.7,2.03,0,1,Semi-Furnished,2016-08-15,2016,30250405,13850,Sukrabare,"Modern RCC with parking and garden, excellent investment for Itahari locals."
H02171,Itahari-14,Duplex,924,2,2,0,6.7,3.89,0,1,Unfurnished,2014-08-03,2014,8520293,9221,Bhairahawa Road,"Well-connected property in Itahari-14, 924 sqft, 0 years old. Ideal for families."
H02172,Itahari-13,RCC,747,3,2,12,8.8,6.68,0,1,Unfurnished,2022-09-18,2022,13677347,18309,Shohini Chowk,"Modern RCC with parking and garden, excellent investment for Itahari locals."
H02173,Itahari-17,RCC,2434,7,6,9,15.1,2.83,0,1,Semi-Furnished,2017-05-09,2017,30242394,12424,Shohini Chowk,"Well-connected property in Itahari-17, 2434 sqft, 9 years old. Ideal for families."
H02174,Itahari-18,Flat,1458,5,4,11,6.3,1.57,0,1,Unfurnished,2011-04-11,2011,12647317,8674,Itahari Buspark,"Modern Flat with parking and garden, excellent investment for Itahari locals."
H02175,Itahari-17,Flat,1265,3,2,6,10.0,5.21,0,1,Furnished,2024-09-18,2024,18340245,14498,G.P. Chowk,Flat located near main road with easy access to amenities and schools.
H02176,Itahari-10,Flat,1714,3,3,0,9.7,6.25,1,1,Unfurnished,2014-03-15,2014,23433598,13671,Bhairahawa Road,"Well-connected property in Itahari-10, 1714 sqft, 0 years old. Ideal for families."
H02177,Itahari-4,Flat,2288,6,5,0,8.8,3.78,0,0,Unfurnished,2021-03-26,2021,40027768,17494,Shohini Chowk,"Spacious Flat with 6 bedrooms and 5 bathrooms, nearby Shohini Chowk."
H02178,Itahari-4,Duplex,1655,3,2,8,15.0,1.86,0,1,Semi-Furnished,2016-11-18,2016,60790800,17897,Itahari Buspark,Duplex located near main road with easy access to amenities and schools.
H02179,Itahari-11,Bungalow,795,3,2,1,5.2,6.85,0,1,Unfurnished,2024-03-21,2024,8651067,10881,G.P. Chowk,"Modern Bungalow with parking and garden, excellent investment for Itahari locals."
H02180,Itahari-5,Flat,859,1,1,3,4.1,6.89,0,1,Furnished,2024-08-27,2024,9837108,11451,Bhairahawa Road,"Well-connected property in Itahari-5, 859 sqft, 3 years old. Ideal for families."
H02181,Itahari-8,Bungalow,1345,3,2,8,7.3,5.26,0,1,Semi-Furnished,2011-10-08,2011,15122157,11243,Sukrabare,"Modern Bungalow with parking and garden, excellent investment for Itahari locals."
H02182,Itahari-18,Bungalow,396,1,1,5,6.4,1.96,0,1,Semi-Furnished,2020-09-07,2020,6815556,17211,Shohini Chowk,"Spacious Bungalow with 1 bedrooms and 1 bathrooms, nearby Shohini Chowk."
H02183,Itahari-3,RCC,1457,4,3,17,11.9,2.42,1,1,Unfurnished,2011-01-22,2011,18813890,12912,Sukrabare,"Modern RCC with parking and garden, excellent investment for Itahari locals."
H02184,Itahari-4,Flat,546,2,2,3,4.6,5.48,0,1,Semi-Furnished,2018-11-08,2018,6813832,12479,Bhairahawa Road,"Well-connected property in Itahari-4, 546 sqft, 3 years old. Ideal for families."
H02185,Itahari-16,Bungalow,1588,4,3,27,9.8,3.13,1,1,Unfurnished,2022-07-18,2022,15611220,9830,G.P. Chowk,"Well-connected property in Itahari-16, 1588 sqft, 27 years old. Ideal for families."
H02186,Itahari-10,Bungalow,2040,4,2,15,9.5,4.09,0,1,Furnished,2018-08-26,2018,34770094,17044,Sukrabare,"Well-connected property in Itahari-10, 2040 sqft, 15 years old. Ideal for families."
H02187,Itahari-11,Bungalow,1472,3,3,3,6.7,3.54,1,1,Unfurnished,2011-09-21,2011,7865534,5343,Bhairahawa Road,"Spacious Bungalow with 3 bedrooms and 3 bathrooms, nearby Bhairahawa Road."
H02188,Itahari-11,RCC,1324,4,2,15,12.4,6.85,1,0,Furnished,2011-03-20,2011,4887077,3691,Sukrabare,"Modern RCC with parking and garden, excellent investment for Itahari locals."
H02189,Itahari-14,Flat,1008,4,3,10,15.0,2.51,0,0,Unfurnished,2022-03-13,2022,11382725,11292,Shohini Chowk,"Spacious Flat with 4 bedrooms and 3 bathrooms, nearby Shohini Chowk."
H02190,Itahari-17,RCC,2061,4,2,0,9.7,4.52,0,1,Semi-Furnished,2012-03-03,2012,17143766,8318,G.P. Chowk,"Well-connected property in Itahari-17, 2061 sqft, 0 years old. Ideal for families."
H02191,Itahari-2,RCC,841,1,1,19,8.1,0.36,1,1,Unfurnished,2018-01-29,2018,19171474,22796,Itahari Buspark,"Well-connected property in Itahari-2, 841 sqft, 19 years old. Ideal for families."
H02192,Itahari-10,Bungalow,2708,8,6,18,5.5,3.56,0,1,Unfurnished,2018-02-18,2018,37826401,13968,Itahari Buspark,Bungalow located near main road with easy access to amenities and schools.
H02193,Itahari-17,Villa,1593,5,4,12,6.1,5.69,0,1,Unfurnished,2020-10-29,2020,21198653,13307,Sukrabare,"Modern Villa with parking and garden, excellent investment for Itahari locals."
